UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_type_encoded,temp_diff,power,thermal_load,wear_rate,torque_speed_stress,thermal_efficiency,wear_per_cycle,tool_wear_normalized,power_normalized,thermal_load_normalized,risk_index
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,1,9.599999999999966,62622.0,408.95999999999856,0.029931972585496784,0.028979591639594616,1.0322580298300392,2.0,0.17391304347826086,0.580306829518186,0.4531946508172327,0.37961566149192993
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,2,9.600000000000023,78437.2,602.8800000000014,0.03763010378198476,0.05028022377677963,1.0322471940797047,3.0,0.18577075098814227,0.7579785560858116,0.6893771466153498,0.5085150112056054
1857,M16716,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,1,9.599999999999966,45727.200000000004,250.55999999999912,0.029680365127395178,0.01489726018894258,1.0322363656065694,5.0,0.20553359683794464,0.3905066192132439,0.26027330523956627,0.2774474160710209
1858,L49037,L,297.7,307.4,1643,36.5,55,0,0,0,0,0,0,0,9.699999999999989,59969.5,354.0499999999996,0.03347534976582258,0.022215459390045895,1.032583102701273,3.0,0.21739130434782608,0.550508012258801,0.3863176868925515,0.36800423148453615
1859,M16718,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0,1,9.599999999999966,53716.8,346.5599999999988,0.0383064513554674,0.024260752525129353,1.0322363656065694,2.0,0.225296442687747,0.48026369004286995,0.37719533286239443,0.34735628394667806
1860,L49039,L,297.8,307.4,1355,45.8,60,0,0,0,0,0,0,0,9.599999999999966,62058.99999999999,439.6799999999984,0.04428044247763511,0.033800737757928134,1.0322363656065694,3.0,0.23715415019762845,0.5739819533194928,0.49060969965653767,0.41423915597186045
1861,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,0,9.800000000000011,48692.1,296.94000000000034,0.03858120697833723,0.01885500921683255,1.032907957256281,2.0,0.24505928853754938,0.42381501253741005,0.3167612598348468,0.3201965971266968
1862,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,1,9.700000000000045,48752.700000000004,293.9100000000014,0.039776258298469494,0.018831572288181653,1.0325612275071763,2.0,0.25296442687747034,0.4244958073822428,0.31307090833800255,0.3224557854670617
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,0,9.800000000000011,67354.8,435.1200000000005,0.044166117045707866,0.02926829248999148,1.032896910611047,3.0,0.26482213438735175,0.6334762328453181,0.4850559033444558,0.4414884946118729
1864,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,1,9.800000000000011,59921.5,387.1000000000005,0.04548450859931109,0.026038233183663592,1.032896910611047,2.0,0.2727272727272727,0.5499687688173492,0.4265705307772868,0.4020526989692999
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,0,9.800000000000011,58129.600000000006,368.4800000000004,0.04657179788763391,0.024320827785764377,1.032896910611047,3.0,0.2845849802371541,0.5298381370936577,0.40389252916960894,0.3939531919738416
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,0,9.800000000000011,54374.9,340.0600000000004,0.04722399459333762,0.022144224491740753,1.032896910611047,2.0,0.2924901185770751,0.48765694230993917,0.3692787372421007,0.37407675129644197
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,1,9.799999999999955,48031.799999999996,283.21999999999866,0.04572803823268329,0.017388688222691406,1.032874839554685,2.0,0.30039525691699603,0.4163970449459409,0.30005115338708216,0.3350925622667053
1868,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,0,9.799999999999955,62783.6,409.63999999999805,0.05259653759922412,0.027829560400602128,1.032874839554685,3.0,0.31225296442687744,0.5821222824377399,0.45402284851289376,0.4357447250559411
1869,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,0,9.699999999999989,77440.9,551.9299999999994,0.05951506201678867,0.041807494182163896,1.0325175651184189,2.0,0.3201581027667984,0.7467858844041809,0.6273232163301066,0.5402959713270056
1870,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,1,9.800000000000011,53301.00000000001,320.4600000000004,0.050920245086378865,0.02006134957017577,1.0328527980941067,2.0,0.32806324110671936,0.4755924937312951,0.3454071566024398,0.37752519154280817
1871,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,0,9.699999999999989,62857.799999999996,410.3099999999995,0.05787348547864411,0.028465679485426113,1.0325175651184189,3.0,0.33992094861660077,0.5829558629243171,0.45483886683067987,0.44730679837313936
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,0,9.800000000000011,39560.0,210.70000000000024,0.04782608669659735,0.0116847825451914,1.0328527980941067,2.0,0.34782608695652173,0.3212228243773985,0.21172630502033904,0.29901517360193
1873,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,0,9.800000000000011,77438.4,572.3200000000006,0.06787330265555579,0.04404223194538286,1.0328527980941067,2.0,0.3557312252964427,0.746757798808272,0.6521569678220818,0.5619669201076832
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,0,9.700000000000045,79012.59999999999,560.6600000000026,0.0673006578836821,0.042282369844313314,1.032506667811439,2.0,0.3636363636363636,0.7644427368402131,0.6379558132170614,0.5661741104717278
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,0,9.700000000000045,52254.600000000006,317.19000000000153,0.058823529043657515,0.020463078720506393,1.032506667811439,2.0,0.37154150197628455,0.4638369867076493,0.3414245000365386,0.3901950468137702
1876,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,0,9.699999999999989,68286.3,485.96999999999946,0.0704328681552981,0.036757153068546204,1.0325175651184189,2.0,0.3794466403162055,0.6439409258809891,0.5469880398509216,0.5090573458460554
1877,L49056,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0,0,9.699999999999989,77004.0,601.3999999999993,0.07890499131316432,0.049919484300165184,1.0325175651184189,2.0,0.38735177865612647,0.7418776456631346,0.6875745986894953,0.5837763847682396
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,1,9.600000000000023,52930.799999999996,324.48000000000076,0.06385696000091341,0.021583652480308732,1.0321931243396003,2.0,0.3952569169960474,0.4714335786890992,0.3503032665091462,0.40462382035789257
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,1,9.599999999999966,67924.8,457.9199999999984,0.07233146016621166,0.033497190776002876,1.0322039237771243,3.0,0.40711462450592883,0.6398797487125564,0.5128248849048751,0.508657239887601
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,1,9.5,54350.399999999994,321.09999999999997,0.06592039759999753,0.021019900366791664,1.031857778945078,3.0,0.41897233201581024,0.4873817034700315,0.3461866367865915,0.41765943488331103
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,0,9.599999999999966,49615.5,279.35999999999905,0.06392961839337467,0.01706744858024957,1.0322039237771243,3.0,0.43083003952569165,0.434188708242336,0.29534991352641476,0.39119360234090195
1882,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,0,9.600000000000023,70898.4,439.68000000000103,0.07170542589337581,0.02958656311636587,1.032214730462593,2.0,0.4387351778656126,0.6732858799104856,0.4906096996565409,0.524662745016353
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,1,9.600000000000023,68615.4,416.64000000000095,0.07147375033855946,0.027450980218526374,1.032214730462593,2.0,0.44664031620553357,0.6476381137264418,0.46254841302706184,0.5117120845082646
1884,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,1,9.600000000000023,68742.40000000001,448.3200000000011,0.07880434729073134,0.031725543262734086,1.032214730462593,3.0,0.458498023715415,0.649064861998616,0.5011326821425954,0.5284584727285294
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,1,9.600000000000023,46592.0,249.6000000000006,0.06640624962942941,0.014508928490463568,1.032214730462593,3.0,0.4703557312252964,0.4002219885500643,0.25910408496333975,0.3859401145441398
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,0,9.600000000000023,55202.399999999994,314.88000000000073,0.07248960147065002,0.019489007608502626,1.032214730462593,3.0,0.48221343873517786,0.4969532745557982,0.33861106374686334,0.44355467698486956
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,0,9.700000000000045,61172.100000000006,394.7900000000019,0.08250166279107343,0.027079174803199105,1.0325612275071763,2.0,0.49011857707509876,0.5640183073148374,0.43593647236499217,0.49603386473398836
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,1,9.600000000000023,53200.799999999996,311.0400000000007,0.07673568771780946,0.019732033984579574,1.032225544403305,2.0,0.4980237154150197,0.4744668230472646,0.3339341826419502,0.4417297878727723
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,1,9.599999999999966,46218.6,233.27999999999918,0.06782334349199083,0.012776025169421529,1.0322363656065694,3.0,0.5098814229249011,0.396027123945105,0.2392273402674572,0.3945289084337291
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,2,9.699999999999989,57566.4,389.93999999999954,0.09217877030601418,0.028072625502286137,1.032583102701273,3.0,0.5217391304347826,0.5235110140472917,0.43002947409446096,0.49475779861643887
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,0,9.599999999999966,61689.6,391.6799999999986,0.09060846500920328,0.026984126805660535,1.0322363656065694,5.0,0.541501976284585,0.5698320256679879,0.43214868584512356,0.5171950039677674
1892,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,0,9.699999999999989,51156.0,281.29999999999967,0.07879818549434135,0.01643990920385539,1.032583102701273,2.0,0.5494071146245059,0.45149505244142474,0.2977127128346268,0.4445251754326178
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,1,9.599999999999966,62696.8,418.5599999999985,0.09805285050032789,0.030319888523505645,1.0322363656065694,2.0,0.5573122529644269,0.5811471505477815,0.46488685357951554,0.5367351024239599
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,0,9.699999999999989,48766.899999999994,290.02999999999963,0.08828939246910245,0.018332311352959464,1.0325721614314252,3.0,0.5691699604743082,0.42465533356700547,0.30834530972157775,0.44756817717629827
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,2,9.600000000000023,43804.0,223.68000000000055,0.07765957405500226,0.012393616955353102,1.032225544403305,2.0,0.5770750988142292,0.3689009319924147,0.22753513750517604,0.40976086037496895
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,0,9.700000000000045,72979.2,526.7100000000024,0.11235118964024413,0.04040178541367719,1.0325612275071763,5.0,0.5968379446640316,0.6966620830974143,0.5966068253233631,0.6267158503918459
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,0,9.600000000000023,56349.2,343.6800000000008,0.09720457371534579,0.02274459960136849,1.032225544403305,2.0,0.6047430830039525,0.509836699111147,0.373687672033712,0.5069545445450387
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,0,9.599999999999966,58421.600000000006,395.5199999999986,0.10930888498371731,0.02905500684728486,1.0322363656065694,2.0,0.6126482213438734,0.5331185346958218,0.43682556695003677,0.536042519031307
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,0,9.699999999999989,74225.2,524.7699999999994,0.11443148604641774,0.03943148659306497,1.0325721614314252,2.0,0.6205533596837944,0.7106599440984299,0.594244026015148,0.6396925349075911
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,0,9.699999999999989,55520.0,387.99999999999955,0.1145533132957254,0.028818443596408908,1.0325721614314252,2.0,0.6284584980237153,0.50052126866007,0.42766667478624965,0.529839782243382
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,2,9.700000000000045,53748.0,349.20000000000164,0.10783656994081334,0.024112524955709813,1.0325612275071763,2.0,0.6363636363636364,0.48061419827981344,0.38041068862202565,0.5128529206160063
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,1,9.700000000000045,60350.5,388.97000000000185,0.1102990025893754,0.026644518095385265,1.0325612275071763,5.0,0.6561264822134387,0.5547882570753233,0.4288480744403581,0.5575414923400799
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,0,9.600000000000023,49295.4,279.3600000000007,0.09976387190222036,0.017178276167778773,1.032214730462593,3.0,0.6679841897233201,0.4305926285421554,0.29534991352641676,0.4849764385098997
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,0,9.700000000000045,40147.2,197.8800000000009,0.08689024346092356,0.010365853605864565,1.0325612275071763,2.0,0.6758893280632411,0.3278195691444903,0.1961123425815413,0.4275353047431059
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,1,9.600000000000023,55856.4,341.76000000000084,0.11026131223542822,0.022689611072723957,1.032214730462593,2.0,0.683794466403162,0.5043004664455769,0.3713492314812555,0.5362126959393145
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,0,9.700000000000045,49091.700000000004,282.27000000000135,0.10432720744322936,0.017249555321579402,1.0325612275071763,3.0,0.6956521739130435,0.428304214187495,0.29889411248873454,0.4964203675680863
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,0,9.700000000000045,74932.0,508.28000000000236,0.12447552360506627,0.036643356387109395,1.0325612275071763,2.0,0.7035573122529644,0.7186003037738053,0.5741602318953554,0.669251085601934
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,0,9.700000000000045,63769.6,411.2800000000019,0.11968085026807945,0.028191489174258715,1.0325612275071763,2.0,0.7114624505928854,0.5931992414642258,0.45602026648478844,0.5993508326218584
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,0,9.700000000000045,39935.4,195.9400000000009,0.09205867429408865,0.010217501212860388,1.0325612275071763,2.0,0.7193675889328063,0.32544015745908494,0.19374954327332997,0.44350394579284697
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,0,9.699999999999989,65436.0,442.3199999999995,0.1282229956221394,0.03177700326287803,1.032550300921131,2.0,0.7272727272727272,0.6119199762732886,0.4938250554161667,0.6226326004159275
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,2,9.699999999999989,56929.6,356.9599999999996,0.12023270769080344,0.023787976575384766,1.032550300921131,2.0,0.7351778656126482,0.5163570510573665,0.3898618858548685,0.5659368273187299
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,1,9.699999999999989,75275.2,554.8399999999993,0.14513677701263847,0.043465045262423674,1.0325393816659048,5.0,0.7549407114624506,0.7224558943801846,0.6308674152924235,0.7079732774867628
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,1,9.699999999999989,56572.899999999994,338.5299999999996,0.11967920962566805,0.02152991966977224,1.032550300921131,3.0,0.7667984189723319,0.5123497982330789,0.3674152924268609,0.5706488947869148
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,1,9.800000000000011,59978.4,393.9600000000005,0.13203753262709428,0.02694369955131569,1.032885871379669,3.0,0.7786561264822134,0.5506079969802368,0.4349255840011681,0.6071225248873069
1915,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,0,9.699999999999989,53068.899999999994,313.3099999999996,0.1217285446029912,0.01965915995338308,1.032550300921131,3.0,0.7905138339920948,0.472985027007109,0.33669890142011366,0.5591107121250047
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,0,9.699999999999989,57740.4,375.3899999999996,0.13538873903894946,0.025938337627759135,1.032550300921131,2.0,0.7984189723320158,0.5254657715225539,0.41230847928287606,0.6006998641744353
1917,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,0,9.699999999999989,70459.59999999999,492.7599999999994,0.14708002777880297,0.036625810839035246,1.032550300921131,2.0,0.8063241106719367,0.6683562961165485,0.5552578374296612,0.6896138843326376
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,1,9.799999999999955,69199.9,463.5399999999978,0.14080656089674257,0.03233082684667924,1.032874839554685,2.0,0.8142292490118577,0.6542045260499518,0.5196696952719607,0.6778539660013169
1919,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,1,9.799999999999955,59840.0,391.9999999999982,0.0,0.026737967735708773,1.032874839554685,-206.0,0.0,0.5490531783907179,0.4325384259371992,0.29447748129837514
1920,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,0,9.800000000000011,49740.0,294.00000000000034,0.0018094089155041681,0.01809408915504168,1.032863815128645,3.0,0.011857707509881422,0.4355873709186012,0.3131805227388977,0.22937345110120222
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,0,9.799999999999955,37817.5,171.4999999999992,0.0023137436264981785,0.008098102692743624,1.032874839554685,2.0,0.01976284584980237,0.30164716402886754,0.16398314374101614,0.14759423067088606
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,0,9.799999999999955,53280.0,313.59999999999854,0.004204204178953729,0.019219219103788474,1.032874839554685,2.0,0.02766798418972332,0.47535657472565995,0.3370521033785563,0.2547897971071542
1923,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,0,9.800000000000011,45645.600000000006,260.6800000000003,0.005244755214191404,0.01550116541083237,1.032885871379669,2.0,0.035573122529644265,0.38958990536277616,0.2725988356514742,0.2128858713161328
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,0,9.699999999999989,52138.9,330.76999999999964,0.007194244557264588,0.022302158127520223,1.032550300921131,2.0,0.043478260869565216,0.46253718532898347,0.3579640951940156,0.2635416885047258
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,0,9.800000000000011,68597.1,496.8600000000006,0.009608277829946209,0.03747228353679022,1.032896910611047,2.0,0.05138339920948616,0.6474325271643885,0.5602513823593875,0.3828585325409273
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,0,9.800000000000011,57944.9,369.46000000000043,0.009759271244246772,0.024528301727206887,1.032896910611047,2.0,0.05928853754940711,0.5277631732679052,0.40508610820159197,0.303570199460612
1927,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,0,9.699999999999989,49464.8,298.75999999999965,0.010585305039942062,0.019178082072365616,1.032550300921131,2.0,0.06719367588932806,0.4324957085209452,0.31897790660852876,0.2523195548945734
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,2,9.800000000000011,62809.2,468.4400000000005,0.014459665034553539,0.03637747308692943,1.032885871379669,2.0,0.07509881422924901,0.5824098789398474,0.5256375904318793,0.3624537665032176
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,0,9.800000000000011,48527.7,293.0200000000003,0.014787430592806959,0.018422673946872,1.032885871379669,5.0,0.09486166007905138,0.42196810375043814,0.3119869437069146,0.25813117826882637
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,1,9.800000000000011,75484.7,498.82000000000056,0.017532029551368646,0.034322319390948625,1.032885871379669,2.0,0.10276679841897232,0.7248094673173537,0.5626385404233536,0.42734112168980115
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,1,9.799999999999955,58053.0,362.5999999999983,0.01848311014351109,0.023581899148617597,1.032874839554685,3.0,0.11462450592885375,0.5289775944350077,0.3967310549777081,0.32356239719535623
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,1,9.800000000000011,42727.299999999996,212.66000000000025,0.01625190443752207,0.011020822696694653,1.032863815128645,3.0,0.12648221343873517,0.35680502754635246,0.21411346308430515,0.22186843256469135
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,1,9.899999999999977,49399.8,290.06999999999937,0.020759193233931238,0.017378410335833865,1.0332102974434654,3.0,0.13833992094861658,0.43176548302731277,0.30839402723308695,0.2773838214575665
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,0,9.899999999999977,57493.8,347.4899999999992,0.023199023057393024,0.02142857129774987,1.0332102974434654,3.0,0.15019762845849802,0.5226954083420962,0.3783280150049911,0.3303860783875253
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,0,9.799999999999955,56543.399999999994,326.33999999999844,0.02355712589188972,0.019611307304998188,1.032874839554685,2.0,0.15810276679841895,0.5120183882013535,0.3525686307943357,0.32261721241807434
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,1,9.799999999999955,75872.7,539.9799999999975,0.03050108910311482,0.04001452403765778,1.032874839554685,2.0,0.1660079051383399,0.7291683518024212,0.6127688597666376,0.4689843255260536
1937,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,1,9.899999999999977,39173.6,182.15999999999957,0.021136683789869964,0.008642555149635718,1.0332102974434654,3.0,0.17786561264822134,0.3168819146737128,0.1769663605583015,0.21930072762889283
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,0,9.800000000000011,59826.4,415.5200000000005,0.034018426406673095,0.030049609992561233,1.032863815128645,3.0,0.18972332015810275,0.5489003927489733,0.46118432270479504,0.37891474269937164
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,0,9.799999999999955,61893.6,399.8399999999981,0.032959788840080495,0.026895187693505684,1.032874839554685,2.0,0.1976284584980237,0.5721238102941573,0.44208705819306343,0.3833146439453757
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,1,9.799999999999955,70231.7,528.2199999999975,0.039907904528719076,0.041366077963422274,1.032874839554685,2.0,0.20553359683794464,0.6657960131934896,0.5984459113828412,0.46148601610807705
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,0,9.799999999999955,56176.8,348.8799999999984,0.034854245659985766,0.022560202645372607,1.032874839554685,3.0,0.21739130434782608,0.5078999164172666,0.3800209485299456,0.3533327812232941
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,0,9.799999999999955,82935.0,570.3599999999974,0.03999999971929825,0.04084210497654663,1.032874839554685,2.0,0.225296442687747,0.8085079133975034,0.6497698097581118,0.5276018940217834
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,0,9.899999999999977,61734.4,419.759999999999,0.04052197774366774,0.029120878920873085,1.0332102974434654,2.0,0.23320158102766797,0.570335319546676,0.4663483789248015,0.40428574195251044
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,0,9.899999999999977,52653.6,305.9099999999993,0.03579812185564483,0.01813380271048238,1.0332102974434654,2.0,0.24110671936758893,0.468319447814716,0.3276861617908536,0.33524437062870643
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,0,10.0,48894.3,273.0,0.03517587920058136,0.015242880986918589,1.0335457553322458,2.0,0.24901185770750986,0.4260865755345251,0.28760382919640354,0.31371186450228256
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,0,10.0,53004.799999999996,328.0,0.04022277202832443,0.020297029577369865,1.0335457553322458,2.0,0.2569169960474308,0.4722649123280038,0.35459040752198234,0.35082339437396814
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,0,9.900000000000034,56607.799999999996,345.5100000000012,0.041307028105382074,0.021516645983251256,1.0331991605231672,2.0,0.26482213438735175,0.5127418731519677,0.3759164981852726,0.3725263651561128
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,0,9.900000000000034,72953.8,494.0100000000017,0.04719562211220505,0.034131326715927994,1.0331991605231672,2.0,0.2727272727272727,0.6963767334429796,0.5567802596643362,0.4850380070231038
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,0,10.0,64577.99999999999,458.0,0.050354609571953125,0.03248226927317539,1.0335457553322458,2.0,0.28063241106719367,0.6022809997573404,0.512922319927896,0.44681396033244836
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,1,9.899999999999977,64651.7,414.80999999999904,0.04731043391244048,0.027154892889469262,1.0332102974434654,2.0,0.2885375494071146,0.6031089631247359,0.46031958687549934,0.43444358476291645
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,1,9.899999999999977,70400.40000000001,471.23999999999893,0.05138607132260939,0.03218390782837115,1.0332214418382066,3.0,0.30039525691699603,0.6676912292054249,0.5290478162375432,0.47917981639968876
1952,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,0,9.800000000000011,41745.299999999996,222.46000000000026,0.042958129184567,0.01234366496822368,1.032885871379669,3.0,0.31225296442687744,0.3457730054733209,0.2260492534041356,0.2964478634339879
1953,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,0,9.800000000000011,76593.0,592.9000000000007,0.06398104214864896,0.04778830925917607,1.032885871379669,2.0,0.3201581027667984,0.737260373695705,0.6772221274937257,0.5524079914635486
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,0,9.800000000000011,55595.7,342.0200000000004,0.05210295008096077,0.021908348889464226,1.032896910611047,2.0,0.32806324110671936,0.5013717005041927,0.37166589530606675,0.39313657518576556
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,0,9.900000000000034,68427.09999999999,464.3100000000016,0.05825908116340589,0.03214530478310278,1.0332325937149183,2.0,0.3359683794466403,0.6455227066425804,0.5206075073685235,0.48422641598198723
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,0,9.800000000000011,72201.6,540.9600000000006,0.06651376095937492,0.04220183453974133,1.032896910611047,2.0,0.3438735177865612,0.6879263393458978,0.6139624387986244,0.5281160405579812
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,1,9.800000000000011,63835.2,458.6400000000005,0.06524926638380303,0.03431085018833687,1.032896910611047,2.0,0.3517786561264822,0.5939362075008763,0.5137018001120488,0.4730028647344704
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,2,9.800000000000011,58086.2,351.8200000000004,0.056860321033001725,0.022187886142225673,1.032896910611047,3.0,0.3636363636363636,0.5293505711486785,0.3836016856258972,0.41934022248691816
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,2,9.800000000000011,63244.8,423.3600000000005,0.06625683014851892,0.02950819651975276,1.032896910611047,5.0,0.38339920948616596,0.5873035131710211,0.47073295496065937,0.47077062423397054
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,1,9.800000000000011,66788.8,484.1200000000006,0.07544378642423236,0.036538461268206646,1.032907957256281,5.0,0.40316205533596833,0.6271176539315341,0.544734854943608,0.5128205747969299
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,0,9.800000000000011,74324.4,503.7200000000006,0.07261410738164518,0.03554633447063393,1.032907957256281,3.0,0.4150197628458498,0.7117743805440966,0.5686064355832688,0.5501221499765495
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,0,9.699999999999989,74137.6,496.6399999999994,0.07389502711398462,0.03535911577790666,1.0325721614314252,2.0,0.4229249011857707,0.7096758248177808,0.5599834360460838,0.5500677387334677
